temperature,rainfall,humidity
44.43,63.46,71.99
29.5,118.03,95.27
40.91,19.24,77.07
32.66,67.88,83.7
26.26,237.87,92.37
23.57,241.32,74.0
21.1,62.13,43.21
37.85,100.77,89.58
26.6,40.27,79.81
30.34,22.25,53.96
29.77,297.65,76.84
32.32,196.68,89.42
40.97,162.63,98.05
44.42,229.65,96.19
27.23,252.02,46.03
39.83,242.01,53.74
37.94,4.96,28.76
32.21,56.04,39.8
43.68,196.47,90.59
21.01,112.73,48.87
18.28,294.74,69.64
40.62,199.62,73.28
28.17,286.96,82.55
40.41,60.43,34.62
41.79,259.19,44.39
16.87,96.41,55.87
41.5,296.87,49.19
28.45,47.31,98.63
30.31,154.9,86.8
33.8,237.85,58.37
42.79,129.79,90.34
15.57,140.43,47.81
29.31,295.91,82.87
35.63,127.59,37.89
36.68,181.22,81.79
35.78,16.36,56.52
19.03,252.66,28.6
23.98,194.45,41.86
25.76,121.21,52.18
39.13,4.85,79.94
23.36,177.5,25.84
21.32,3.8,72.76
43.72,0.36,77.28
15.27,184.83,72.31
44.93,56.71,80.85
35.3,57.57,34.25
39.85,195.98,66.97
23.84,16.11,95.29
15.43,94.02,68.86
37.14,44.83,68.91
40.02,174.05,78.92
37.21,198.53,46.66
19.29,216.34,76.04
37.6,76.57,93.3
38.07,26.77,20.87
34.76,23.61,89.61
37.98,127.85,37.49
40.38,283.75,56.47
33.41,65.32,88.19
17.66,77.02,85.91
29.63,30.27,91.35
17.33,181.67,95.23
27.23,203.96,55.77
27.21,192.88,72.51
16.98,258.34,51.24
25.46,145.93,48.06
18.33,40.34,54.53
39.25,86.82,79.45
43.43,198.73,60.12
17.17,183.94,85.12
43.65,159.3,79.62
30.68,204.89,21.64
23.99,191.22,70.42
17.31,264.4,54.93
30.02,175.8,56.53
38.84,233.58,85.47
36.21,74.61,63.81
16.51,203.45,90.85
17.19,270.66,77.02
27.09,115.72,64.23
23.86,233.73,80.36
21.97,217.44,23.07
23.43,17.86,22.17
39.1,174.45,26.67
42.88,39.06,55.01
27.15,290.2,38.84
42.18,243.42,98.74
24.64,32.92,63.38
29.29,36.53,72.99
21.78,178.34,42.31
34.21,103.47,45.74
44.37,10.47,46.84
33.1,162.49,75.9
25.73,116.35,57.9
34.43,30.32,61.41
18.69,240.58,67.36
41.66,274.52,81.5
30.09,226.98,27.23
28.48,246.73,82.15
32.58,64.95,65.06
33.74,79.07,73.53
17.15,62.56,46.2
35.48,229.52,52.75
22.26,284.38,38.49
36.42,215.05,98.34
39.68,264.44,59.76
39.12,191.61,99.69
31.58,116.3,59.18
30.61,127.73,37.58
19.29,22.6,60.6
38.26,9.44,23.17
23.14,208.64,92.38
29.9,131.53,85.48
23.53,165.66,78.07
19.01,167.3,68.79
33.89,83.21,66.39
16.63,142.77,99.74
37.46,141.23,42.24
24.53,116.53,82.37
15.0,246.2,66.51
30.33,135.35,98.07
16.41,181.09,86.22
23.29,268.66,99.88
36.21,259.87,67.07
16.88,267.13,36.36
40.18,81.0,60.29
15.11,10.49,76.89
22.4,78.32,81.95
37.23,83.61,20.04
24.49,272.81,60.4
18.06,194.77,38.82
25.81,24.51,89.99
23.11,40.61,32.23
40.28,46.7,73.32
24.4,189.13,41.28
38.67,220.62,48.52
41.76,257.89,95.24
28.01,282.19,39.24
42.3,60.51,27.6
26.32,92.93,25.54
43.92,72.1,60.37
17.68,107.63,71.34
35.61,274.4,46.18
29.81,172.53,75.22
26.63,221.46,24.88
33.98,147.04,88.59
36.12,8.66,85.33
15.13,19.26,98.84
20.01,161.38,94.92
36.39,215.64,48.5
34.99,64.6,51.94
43.98,216.57,79.68
37.83,243.2,30.73
43.52,123.57,45.12
36.08,223.93,29.48
23.94,121.21,56.39
18.16,203.51,64.16
38.45,229.2,36.89
34.32,297.58,22.13
16.45,103.62,77.55
25.8,123.31,21.6
43.7,49.69,97.87
30.01,61.22,37.73
27.98,208.02,73.11
28.73,275.11,54.78
21.27,118.38,24.77
26.06,53.95,57.77
26.09,85.53,61.34
16.57,136.52,88.37
38.03,87.2,78.59
27.5,70.07,26.34
39.67,220.8,36.73
40.51,2.35,44.95
21.36,161.77,29.31
34.72,238.13,56.55
29.17,79.87,98.74
41.4,180.99,61.17
21.47,200.67,79.35
35.33,196.51,74.64
33.23,133.75,87.99
23.86,103.97,37.26
19.1,250.78,80.31
34.55,227.53,90.51
37.16,96.38,33.72
24.47,30.91,47.74
34.34,21.54,97.61
26.85,28.28,82.46
36.4,174.86,42.61
20.98,15.5,65.12
41.71,101.08,52.35
23.62,225.96,59.2
26.03,88.3,48.41
16.74,228.99,42.35
18.35,223.64,73.98
30.48,73.75,82.28
23.03,218.65,89.92
40.06,224.33,32.43
15.44,119.24,85.83
26.37,63.13,40.38
25.12,156.38,54.19
15.58,276.42,92.12
18.73,191.89,56.36
27.41,51.88,35.77
29.79,204.83,32.79
27.13,128.16,57.84
30.93,177.46,81.01
32.85,220.22,99.78
15.3,154.48,82.99
28.92,244.2,90.16
43.9,216.65,79.83
30.57,184.52,91.63
35.33,45.24,26.1
24.36,250.78,94.39
38.22,280.77,51.71
38.19,41.09,93.73
30.64,146.47,26.06
44.28,77.67,77.22
18.77,226.36,78.86
15.51,216.49,99.75
38.1,42.27,81.51
39.21,263.11,50.61
18.61,54.29,64.58
22.97,239.18,49.32
15.53,137.09,35.68
23.8,98.48,39.88
38.19,47.47,37.76
30.54,50.28,63.91
25.44,198.57,92.49
26.15,165.13,93.02
15.04,36.63,24.38
23.99,33.81,26.39
34.39,21.69,39.61
44.23,223.13,40.4
40.41,213.56,27.59
15.71,17.53,51.08
41.96,168.08,67.02
38.5,25.4,66.25
38.41,271.12,63.47
28.74,272.14,47.09
26.94,209.47,76.52
24.09,277.86,86.12
16.97,243.44,47.7
21.85,248.56,26.84
22.4,170.91,43.71
29.52,91.82,30.99
37.42,65.34,57.39
29.21,98.16,32.47
16.74,188.55,57.03
43.73,51.8,37.68
43.28,77.59,79.1
38.56,140.42,22.21
44.74,69.92,64.38
31.33,176.59,33.56
43.88,276.95,20.08
17.27,224.43,89.54
25.97,199.93,73.72
21.76,174.82,27.92
20.87,146.38,73.13
19.22,55.97,68.93
33.67,268.41,57.87
38.44,74.56,53.54
32.35,27.39,90.97
19.41,225.0,39.61
39.33,52.68,51.86
34.08,111.57,46.33
26.64,8.49,81.7
35.22,41.12,93.32
22.8,51.96,87.98
25.36,16.32,83.82
42.52,197.0,98.94
23.72,251.1,75.77
29.1,111.99,80.08
41.7,262.37,98.62
36.23,64.0,20.56
16.87,97.62,70.72
19.42,45.22,79.12
15.24,186.17,93.43
33.93,125.96,90.71
28.43,183.99,87.36
19.03,228.5,95.66
43.74,163.71,62.99
30.89,188.29,20.55
22.26,280.58,20.88
30.02,89.72,63.57
35.39,107.75,54.82
17.29,215.31,56.1
23.24,183.39,52.03
39.21,53.56,93.42
28.79,112.84,48.73
31.4,140.35,88.5
27.98,125.82,92.23
16.32,53.48,59.96
19.97,277.33,55.76
28.37,228.7,80.88
21.28,144.41,76.64
16.5,204.02,46.28
40.31,269.18,28.2
44.44,40.85,41.19
38.79,75.11,30.48
40.61,162.81,43.58
22.26,239.7,40.95
43.82,10.88,71.02
20.91,295.21,96.36
43.54,136.47,74.86
44.84,107.77,94.13
36.35,87.82,82.73
44.43,52.31,78.23
32.09,237.47,53.12
22.79,286.62,45.98
28.11,124.09,87.7
32.81,285.73,92.43
17.19,247.14,56.15
33.67,144.32,20.73
44.44,202.21,83.4
20.7,130.5,42.81
38.78,167.62,20.79
42.24,17.41,84.4
43.31,208.88,61.39
43.8,15.85,74.82
30.64,245.13,93.18
44.32,247.48,63.29
37.72,71.12,60.26
19.85,97.1,43.25
29.31,144.39,44.42
36.55,179.0,83.72
22.42,86.21,55.92
34.22,177.75,33.08
35.0,89.34,27.56
19.88,16.65,57.83
31.95,0.76,57.2
38.15,30.35,72.28
29.97,237.68,57.69
15.36,288.43,31.48
15.27,128.09,60.62
25.71,153.81,92.54
42.79,44.05,32.76
21.86,165.31,75.18
34.03,43.4,67.51
21.66,183.36,79.89
24.65,279.98,32.05
40.44,58.71,95.33
36.87,229.37,69.68
17.86,7.05,87.77
27.86,112.65,39.73
15.88,33.22,79.15
29.43,105.74,82.48
34.87,52.06,51.79
18.56,111.99,50.72
23.67,125.26,72.62
26.94,90.18,27.47
42.59,196.99,78.85
44.8,275.66,23.43
16.35,120.18,35.25
37.83,57.7,73.13
26.15,81.22,27.87
26.77,256.2,97.75
37.63,171.49,89.47
42.55,136.5,70.1
43.53,44.89,85.52
32.31,134.92,91.01
25.71,83.55,40.76
38.63,282.95,87.95
22.53,265.22,35.58
31.92,25.17,53.07
25.76,155.0,64.66
34.7,67.52,77.11
22.21,123.23,22.41
20.75,263.05,43.24
42.55,158.25,68.68
18.05,100.26,48.59
30.18,62.37,82.0
21.63,240.1,72.13
16.17,187.36,38.75
16.08,140.42,31.67
20.26,65.25,70.32
41.0,100.27,56.04
23.47,287.95,33.52
43.51,156.03,46.11
32.45,120.21,44.24
28.1,156.43,28.65
32.4,233.7,63.75
30.5,102.03,81.09
37.76,53.61,66.04
23.47,175.48,86.1
25.59,199.56,30.21
41.82,213.82,54.85
43.39,264.6,68.75
41.78,111.35,74.08
27.58,22.61,75.66
38.41,287.5,78.32
29.29,130.5,72.11
29.93,186.98,27.54
21.14,199.89,75.62
32.73,163.95,77.98
20.58,61.58,99.48
24.95,226.54,75.47
40.65,241.13,74.95
21.21,165.89,61.19
17.13,146.57,89.43
17.07,34.18,99.75
43.22,25.19,82.32
30.21,101.87,69.0
27.28,93.25,26.32
39.33,286.1,78.14
40.07,235.09,76.68
24.97,197.98,82.05
35.81,155.29,29.96
38.13,50.21,72.3
34.64,293.54,43.66
19.55,112.51,80.82
41.28,32.08,39.23
31.17,148.14,74.72
23.47,262.2,43.6
27.76,266.19,20.72
16.13,3.29,70.67
18.84,265.89,29.06
37.97,81.45,72.74
15.0,11.69,94.05
27.5,254.34,97.54
30.68,259.16,38.87
16.64,178.87,84.74
44.19,172.33,48.28
21.78,243.94,92.04
24.13,235.89,83.0
24.12,267.03,25.91
21.91,165.82,52.57
15.04,290.29,46.99
36.88,298.84,82.81
44.01,34.96,52.82
21.73,254.86,74.77
34.89,149.95,68.19
37.26,116.27,98.05
40.45,183.92,95.02
27.68,16.79,54.22
24.09,151.94,77.89
24.76,261.27,86.36
36.38,64.04,91.91
39.5,127.92,25.45
20.45,281.84,44.17
26.13,128.57,45.62
42.06,107.51,54.76
39.2,132.16,33.54
44.55,155.84,59.7
37.63,189.6,73.06
26.8,240.21,59.79
32.72,135.63,73.26
34.83,245.24,25.32
17.35,160.12,90.08
31.33,101.54,95.13
36.28,197.39,69.43
20.02,215.32,90.51
38.42,167.41,30.52
32.51,16.98,83.8
43.57,50.96,29.53
16.27,85.59,52.64
22.96,84.79,45.91
33.05,202.03,66.85
23.9,5.5,44.12
36.43,226.7,70.99
37.77,79.6,49.39
18.08,93.01,88.86
30.42,158.37,70.71
30.27,64.78,37.22
26.08,265.34,46.89
42.99,25.61,87.79
39.83,133.31,50.92
35.92,254.83,62.86
36.43,184.75,71.92
28.85,87.7,47.82
42.63,126.23,43.52
35.84,212.01,58.02
36.87,291.98,37.19
40.85,267.94,42.74
23.22,102.73,24.97
39.21,299.46,44.32
20.86,1.05,45.66
25.36,8.29,96.95
25.07,247.15,67.18
44.36,59.84,82.99
40.7,18.23,23.63
36.04,71.14,28.52
36.81,127.83,85.16
31.86,219.17,69.88
43.41,187.3,35.28
29.89,71.29,52.38
26.42,150.98,63.09
19.89,277.86,87.49
38.59,244.5,24.83
37.03,96.96,67.74
26.53,294.68,77.36
15.76,212.59,98.23
40.17,18.73,84.57
15.34,10.55,42.1
36.11,50.52,76.77
44.11,218.36,81.06
28.13,55.12,78.38
22.05,153.45,85.61
36.15,27.98,92.3
39.51,276.27,27.87
31.39,103.19,28.38
44.01,272.44,83.71
16.55,283.46,40.19
30.14,1.84,24.68
36.55,139.24,52.1
40.88,7.4,85.59
20.38,272.61,30.13
39.0,155.52,73.75
31.58,22.48,20.29
26.9,33.08,28.78
18.95,115.05,48.07
40.96,282.07,26.69
19.72,207.87,87.67
24.29,260.29,89.13
23.7,109.94,80.45
41.14,12.96,39.4
35.18,292.3,61.86
38.9,5.15,34.74
22.51,284.3,42.5
33.75,110.6,61.28
32.15,3.03,78.8
39.98,206.75,27.57
42.18,294.16,43.74
15.36,289.69,94.13
35.22,48.28,54.33
16.56,54.37,95.11
31.47,169.66,99.31
23.63,191.19,62.13
24.2,221.83,43.04
25.59,54.32,83.26
33.64,287.7,32.74
25.02,191.62,40.16
36.98,254.11,82.79
27.14,162.02,54.69
17.05,124.28,36.12
38.51,293.15,72.09
23.57,174.64,78.62
27.98,260.06,30.01
35.56,285.99,42.16
24.97,202.61,37.7
16.7,164.68,50.39
26.22,1.05,81.08
43.33,12.01,77.1
34.25,60.26,73.0
35.14,55.8,20.5
33.97,76.43,31.37
20.97,91.48,37.86
27.55,108.02,41.76
37.53,126.16,31.71
18.04,29.66,52.83
23.34,12.71,26.01
23.29,202.18,80.0
27.96,161.2,83.02
44.41,133.24,65.94
17.03,190.33,27.18
30.56,248.3,91.21
20.38,128.31,97.25
44.12,192.34,36.19
18.4,286.07,76.37
27.11,251.89,87.36
37.14,127.8,63.19
36.14,193.42,45.87
27.68,53.12,58.28
25.4,168.16,60.98
26.93,294.4,52.05
22.93,155.49,94.39
21.16,278.29,79.51
29.49,122.2,39.3
23.06,299.65,66.84
23.62,173.77,75.1
34.7,12.68,31.21
44.06,176.03,48.67
33.11,82.37,92.44
17.31,9.74,65.37
17.27,246.26,37.36
43.54,82.72,29.82
23.92,238.96,61.46
17.76,86.47,63.81
32.97,58.3,46.75
33.71,292.18,70.43
34.46,108.49,25.49
23.02,180.41,31.61
15.45,182.99,63.7
43.95,168.14,24.95
22.53,274.41,90.47
35.28,202.33,31.37
36.2,121.12,73.91
33.3,258.71,51.3
24.39,54.32,51.98
23.13,163.27,81.19
32.93,285.17,59.96
40.98,187.62,78.05
43.4,245.09,60.42
18.18,196.07,67.43
19.64,251.81,80.86
43.34,283.35,68.58
37.1,81.88,69.25
41.49,50.9,83.14
21.08,145.2,95.93
32.63,210.56,50.14
36.03,68.16,66.17
35.4,1.23,26.9
27.24,102.88,48.7
15.46,290.66,52.96
32.49,208.49,86.82
22.59,120.4,61.07
28.51,57.77,78.49
43.73,106.83,21.52
26.97,50.95,57.16
40.19,31.89,92.11
20.66,272.02,37.95
35.17,299.3,22.52
44.31,49.23,54.67
18.06,16.36,76.35
15.25,98.92,56.36
28.01,138.5,56.8
17.78,61.45,73.58
37.45,90.43,40.35
42.44,60.26,80.15
28.02,232.28,32.25
22.76,213.77,51.66
28.03,190.49,72.48
36.7,116.17,86.27
15.27,272.71,83.32
32.68,290.86,77.73
33.4,52.09,48.73
34.13,66.9,29.78
22.26,157.69,37.35
36.42,27.38,89.19
17.74,130.93,88.59
20.98,174.54,96.12
41.32,156.62,26.08
37.16,99.27,62.94
15.41,162.73,71.89
22.45,287.64,76.85
21.43,61.81,71.51
23.12,196.45,81.6
22.43,13.02,48.76
16.88,19.92,34.35
28.77,165.55,36.37
36.98,31.48,20.96
33.2,6.7,48.03
35.19,51.45,27.34
17.43,169.45,45.72
43.54,211.0,70.26
40.15,60.74,91.56
39.15,200.48,87.17
39.69,54.74,40.21
42.98,184.04,30.73
31.33,123.59,35.45
21.01,196.14,97.68
33.5,298.52,63.96
37.29,281.35,34.6
37.14,1.28,87.26
30.64,265.63,51.62
17.05,19.95,91.94
26.13,285.91,40.85
42.62,84.55,51.46
32.53,114.61,60.4
31.15,27.49,91.41
23.07,33.68,89.5
26.05,218.02,65.95
41.86,283.3,37.74
34.99,183.22,52.27
38.62,214.76,98.05
28.63,228.59,68.62
33.91,78.84,82.49
22.45,13.57,55.99
36.16,0.56,62.56
27.83,105.19,54.32
28.28,72.44,76.23
34.48,18.7,88.12
43.09,53.86,60.59
16.92,37.35,58.47
39.74,274.46,47.22
23.77,42.08,34.17
28.32,161.29,95.14
15.66,177.93,45.29
24.03,163.05,84.06
30.08,29.72,77.23
16.69,95.64,83.27
29.73,15.38,94.94
42.81,118.7,69.87
18.16,56.58,91.84
37.93,168.49,33.42
27.29,207.84,70.14
34.66,159.64,81.78
22.81,130.27,41.73
19.78,116.2,79.26
19.81,252.51,82.28
17.11,65.81,86.5
20.57,220.27,45.03
34.93,227.24,74.53
41.45,125.76,44.34
39.42,89.19,79.12
35.55,141.16,57.04
18.31,27.96,67.8
23.68,13.78,53.27
24.29,33.48,32.96
22.5,56.14,34.24
30.45,151.25,26.21
31.07,254.74,69.45
25.71,70.69,87.89
25.61,280.55,21.67
39.86,286.47,25.3
38.68,287.67,56.6
24.23,251.27,79.02
42.41,109.15,32.62
43.58,21.81,41.73
24.8,170.65,38.56
25.63,167.6,51.92
30.17,254.99,38.0
43.23,298.8,48.21
41.29,152.45,78.28
18.08,103.56,68.88
26.78,55.77,26.49
31.6,1.44,71.02
30.09,152.73,58.17
20.82,166.66,94.77
40.76,247.48,43.14
35.31,151.37,78.09
40.14,274.94,78.47
40.76,188.43,37.72
37.45,252.1,92.26
28.18,44.49,59.29
33.32,256.6,74.31
19.81,202.54,31.67
35.21,51.07,40.62
20.38,56.93,66.89
35.82,277.95,45.52
21.89,9.66,59.98
18.53,138.76,49.92
19.96,94.04,71.24
15.06,199.52,58.97
36.56,251.89,20.37
36.97,108.11,71.97
30.45,128.07,53.77
19.84,294.58,47.34
17.51,235.17,27.53
15.57,269.16,37.63
19.97,131.63,37.9
41.73,70.22,94.83
22.25,123.56,54.6
25.63,214.83,23.37
18.16,32.83,31.11
21.67,81.14,26.32
30.58,13.99,67.11
33.23,129.7,34.93
22.36,248.23,59.88
16.73,7.4,49.6
26.73,202.6,84.31
22.03,279.75,45.64
21.59,71.08,56.66
43.8,208.09,77.7
33.49,292.53,54.67
31.71,288.68,83.46
27.47,70.48,72.93
27.87,30.1,52.84
31.23,44.48,60.32
35.89,210.61,97.38
36.06,217.73,72.93
20.15,202.27,92.4
30.0,100.82,34.3
27.36,50.93,58.66
41.12,174.23,92.69
33.94,145.1,45.81
30.98,218.65,97.41
18.46,132.41,27.77
33.17,101.59,92.21
18.52,88.04,55.62
25.12,63.44,25.9
19.29,79.72,90.36
35.76,28.45,40.16
21.19,104.06,21.78
26.76,10.97,30.86
41.87,55.92,72.73
21.13,224.03,98.22
30.23,97.64,28.92
27.58,200.47,56.96
15.54,215.07,34.45
38.78,174.36,79.6
17.07,287.61,29.44
29.23,6.43,39.19
31.82,221.6,35.71
33.85,287.64,64.2
35.66,258.68,89.85
22.6,50.37,60.89
15.3,98.05,24.66
36.7,51.74,65.07
31.07,180.39,83.8
40.08,213.66,30.57
39.64,95.12,25.82
40.3,161.85,35.02
29.55,207.28,79.69
25.01,126.4,67.33
38.75,256.2,63.25
28.54,231.46,39.96
20.5,19.4,46.58
40.65,186.34,97.27
41.48,70.6,39.25
28.99,167.26,92.13
17.27,287.07,66.44
26.63,263.72,29.86
39.11,121.35,57.38
42.05,87.45,95.88
21.1,70.32,53.49
17.01,159.75,89.07
41.32,34.27,40.51
26.68,164.78,65.67
31.25,0.4,87.51
44.04,97.15,93.66
17.0,65.98,58.87
34.45,291.37,71.18
17.22,218.17,20.24
26.26,104.9,40.26
39.11,27.85,42.3
28.0,155.04,27.48
44.92,64.03,42.38
31.77,160.93,45.69
24.63,250.61,97.5
21.6,184.74,73.49
25.52,190.14,54.08
26.18,162.31,99.04
17.06,278.18,32.26
26.09,279.57,58.08
28.93,153.82,71.76
36.68,91.73,24.45
34.7,137.88,77.36
36.26,55.97,27.99
15.25,190.9,31.22
21.53,150.03,32.78
34.85,30.99,94.31
29.52,59.29,74.66
15.16,143.89,72.43
39.13,266.28,64.44
38.18,169.92,43.42
31.45,204.46,69.67
16.99,101.71,52.81
38.0,171.42,31.63
32.51,134.21,75.17
38.46,197.74,30.37
37.55,15.17,35.25
39.09,147.99,85.42
30.54,88.8,72.81
19.21,97.86,70.48
35.13,288.28,53.46
33.61,54.81,51.7
37.27,93.37,75.22
20.1,152.97,79.2
20.85,258.91,60.82
41.71,125.0,97.54
37.5,223.16,96.46
42.25,256.91,52.99
37.76,93.0,85.65
32.91,117.83,63.46
34.62,106.97,60.94
41.67,249.86,24.4
32.36,13.3,65.92
33.97,92.53,92.05
19.69,203.82,82.41
29.22,169.63,82.91
36.49,130.89,32.79
23.13,161.98,48.68
21.07,59.28,38.66
24.41,129.21,45.27
22.25,150.51,66.36
21.45,270.36,49.18
27.75,78.25,64.86
42.24,260.35,55.08
30.21,193.27,42.93
20.64,6.1,27.63
17.31,217.39,91.35
35.88,10.67,20.91
26.48,299.21,20.13
39.65,261.79,86.14
34.79,89.2,99.74
38.89,77.22,78.17
23.16,114.43,21.22
35.77,106.85,38.14
22.92,111.7,97.75
43.17,95.48,84.69
34.09,186.34,65.34
24.74,49.28,38.95
23.09,253.79,21.15
20.73,243.72,21.67
35.84,142.94,68.96
21.56,255.82,21.75
32.86,74.14,99.49
22.94,5.27,34.67
34.86,185.76,76.86
39.45,137.37,32.4
38.34,170.15,63.21
37.83,269.8,26.45
20.63,290.98,81.34
17.65,190.34,66.79
35.97,229.22,26.89
26.05,25.14,87.89
27.97,48.21,63.76
15.93,219.96,93.73
22.79,129.41,93.33
16.01,133.79,93.64
41.38,92.58,26.22
22.3,182.21,29.68
31.72,55.55,99.02
16.17,188.07,59.01
35.01,52.14,39.06
24.69,19.15,81.57
41.94,99.11,41.14
41.64,69.34,78.18
24.76,266.7,86.98
42.03,16.49,82.74
44.88,52.98,41.92
39.76,164.62,52.13
40.35,144.32,53.06
22.47,13.76,59.3
32.3,2.18,33.39
17.02,296.42,56.2
17.85,197.65,60.86
44.97,109.62,62.54
24.8,141.13,85.59
37.45,79.97,61.39
39.2,103.46,38.46
40.74,194.71,73.05
44.93,264.84,83.79
22.24,55.24,45.55
16.21,252.11,71.62
27.34,36.47,31.76
18.9,64.5,47.35
15.67,11.15,92.74
25.81,42.24,92.9
38.51,275.19,66.03
31.99,137.83,76.19
24.38,23.3,88.32
34.63,287.92,96.68
21.96,263.7,59.19
15.43,226.4,64.93
37.93,280.04,53.25
33.71,66.04,25.76
37.87,250.91,53.82
16.17,207.0,83.25
40.11,260.93,84.39
33.59,239.07,91.39
31.9,103.95,24.12
33.74,232.32,62.17
40.93,78.74,28.59
32.61,98.58,36.06
32.43,32.37,92.02
44.72,280.52,59.74
37.7,87.3,80.68
28.27,156.19,25.15
36.22,117.4,53.35
26.68,287.98,73.94
21.87,100.51,30.67
32.91,233.56,46.07
42.85,256.62,25.16
42.87,130.68,72.11
25.26,113.45,97.67
30.83,224.32,86.16
21.35,273.87,97.97
44.87,226.48,87.65
44.43,68.14,88.42
34.49,266.49,66.17
39.13,116.27,61.46
36.45,172.87,52.5
32.79,249.43,85.45
16.6,56.52,34.57
28.64,235.35,24.5
35.24,178.85,95.83
35.33,268.0,20.3
26.19,51.59,98.15
43.25,126.2,78.31
20.02,249.85,46.28
30.01,5.77,75.83
35.73,33.66,85.43
35.91,297.17,39.63
34.46,84.12,81.67
23.26,292.66,84.35
19.69,54.76,39.95
34.08,108.33,23.35
32.98,225.86,36.33
20.38,197.33,36.05
36.15,174.34,25.22
28.66,158.97,78.08
35.03,253.03,50.4
40.12,70.48,90.75
20.09,132.74,40.17
15.57,46.64,56.26
38.37,178.78,71.12
33.29,75.16,90.2
35.99,100.15,61.97
40.14,141.38,49.88
39.08,8.03,89.36
43.83,27.58,44.82
31.08,205.78,26.35
29.65,128.69,55.6
27.06,259.44,82.81
19.61,208.4,22.46
32.18,2.43,66.87
23.31,185.01,67.56
42.64,28.12,94.28
32.5,234.28,42.92
32.79,297.45,42.31
25.65,159.36,55.24
16.56,204.83,48.55
15.95,71.19,78.91
27.7,131.28,71.34
17.54,256.83,80.71
33.21,50.23,85.6
41.43,79.66,93.84
41.49,133.63,54.47
34.77,213.67,98.78
21.34,112.77,37.25
40.89,278.32,77.15
41.58,28.34,62.72
20.9,111.24,85.35
37.12,212.69,58.14
23.6,67.8,82.72
39.08,196.92,94.41
44.92,49.27,78.58
15.9,16.79,82.09
41.92,36.3,25.37
33.68,279.0,36.4
44.2,165.53,97.94
28.95,238.9,75.45
40.42,99.8,64.92
16.87,177.8,49.36
25.06,148.49,23.55
17.01,283.72,49.53
44.26,224.27,59.91
39.51,219.16,36.92
40.58,13.91,33.85
43.14,164.9,60.67
17.55,140.1,66.87
26.57,278.35,39.19
17.13,77.2,66.99
21.32,80.95,92.03
21.88,123.4,57.85
29.07,73.01,88.59
23.06,38.76,94.18
18.03,257.22,27.39
20.02,167.48,27.66
19.42,258.41,58.08
44.19,249.34,67.05
37.78,84.61,54.07
44.03,164.32,46.12
28.19,24.97,71.28
23.35,274.58,20.17
38.95,121.28,97.45
24.79,118.1,38.57
23.98,90.83,93.37
21.98,138.2,28.72
18.89,75.53,39.05
22.69,112.46,38.79
25.66,239.98,99.69
35.22,250.28,20.37
16.88,91.25,71.17
21.32,140.7,89.57
39.27,262.15,73.78
19.41,15.8,49.02
25.28,266.74,96.66
40.94,65.76,91.48
19.65,203.56,54.72
17.48,174.77,65.87
29.54,165.88,97.4
24.07,257.81,98.6
31.9,30.47,55.99
39.11,104.11,87.79
19.11,161.48,44.16
32.42,243.39,49.75
30.17,64.93,33.19
19.32,240.88,36.73
33.72,119.89,72.55
23.21,56.67,60.86
29.64,227.7,38.49
17.47,27.27,52.23
28.79,154.43,49.85
24.19,19.16,98.99
39.67,106.93,88.29
16.71,180.32,51.04
27.56,166.83,93.11
28.75,121.4,47.41
36.75,128.71,73.43
32.23,68.03,97.33
35.02,136.76,51.22
38.31,285.98,74.39
40.87,255.14,43.67
24.42,43.57,41.3
31.14,8.93,65.93
40.2,280.06,98.34
44.68,158.02,56.25
41.69,161.35,95.01
26.14,234.22,93.15
20.85,94.41,40.3
29.68,144.57,52.15
37.25,290.6,71.46
29.78,201.64,61.44
29.5,46.12,27.68
40.15,39.97,99.5
25.84,61.28,80.21
40.79,230.01,55.02
27.2,88.61,69.45
24.85,6.42,27.01
28.62,283.25,59.62
37.87,50.91,94.47
18.78,2.87,91.73
20.89,71.14,46.99
43.54,70.51,62.51
20.26,126.6,75.79
32.03,276.12,47.2
32.38,263.76,25.19
29.69,137.07,60.44
34.34,123.27,68.13
21.89,166.5,20.47
31.58,73.04,27.65
26.17,15.66,36.58
34.85,281.77,47.84
19.24,56.01,63.28
32.13,59.52,43.51
20.56,141.74,42.09
23.36,147.48,89.55
21.56,5.53,31.6
20.49,44.39,59.64
39.77,113.45,96.23
23.57,205.12,70.0
42.81,68.53,77.38
44.1,126.9,54.5
32.14,167.2,21.59
19.29,266.58,71.69
26.24,97.82,70.55
38.93,40.07,28.83
26.02,146.78,56.97
17.61,224.02,93.23
31.7,32.96,36.41
40.35,127.41,56.89
38.88,5.34,56.89
20.25,10.07,84.86
35.18,144.89,85.97
21.62,89.46,80.74
21.55,253.53,49.24
41.22,180.65,25.76
22.49,136.18,47.96
22.9,122.38,74.38
15.02,149.17,76.22
41.12,12.13,97.2
38.78,267.84,56.29
33.82,299.49,70.59
37.51,54.45,63.14
19.56,36.11,32.05
28.75,43.07,56.9
25.54,198.31,63.59
17.81,198.43,96.06
29.58,254.38,49.32
42.62,225.55,98.41
16.2,134.91,63.38
23.74,183.86,39.4
21.23,206.49,35.33
22.14,153.82,31.34
42.25,142.7,56.23
29.04,193.53,21.75
28.99,167.24,55.6
37.82,193.18,99.07
19.63,183.86,73.61
29.62,215.76,80.78
27.9,192.84,29.52
32.91,155.92,57.85
44.99,204.54,42.9
